comment,label
"['compared', 'prices', 'goods', 'in', 'Sabah', 'Sarawak', 'n', 'peninsula', 'peninsula', 'again', 'why', 'it', 'n', 'peninsula', 'salary', 'higher', 'Sabah', 'Sarawak', 'result', 'many', 'came', 'Sabah', 'Sarawak', 'be', 'fair', 'it']",non-sarc
"['Sabah', 'minister', 'had', 'not', 'dared', 'speak', 'out', 'all', 'flatter', 'name', 'only', 'Malaysia', 'but', 'wages', 'are', 'not', 'in', 'line', 'peninsula']",sarc
"['Sabah', 'Sarawak', 'does', 'it', 'again']",sarc
"['why', 'not', 'also', 'pay', 'adjusted', 'tax', 'Sabah', 'Sarawak', 'Malaysia', 'said', 'oh', 'sesame', 'sesame']",sarc
"['Bamboo', 'is', 'select', 'correct', 'print', 'jobs', 'in', 'Sabah', 'is', 'only', 'ringgit', 'rise', 'its', 'peninsula', 'ringgit', 'far', 'difference', 'is', 'not', 'fair']",non-sarc
"['ably', 'taut', 'create', 'strong', 'law', 'enforcement', 'dust', 'not', 'make', 'any', 'similar', 'law', 'already', 'does', 'not', 'do', 'asked', 'directly', 'dependent', 'on', 'company', 'motion']",sarc
"['Anyway', 'goods', 'in', 'Sabah', 'peninsula', 'expensive', 'salary', 'was', 'small', 'bag', 'correct', 'double', 'standard']",non-sarc
"['Sabah', 'in', 'a', 'stepdaughter', 'by', 'Stamp']",sarc
"['stupid', 'Sabah', 'Sarawak', 'Sabah', 'peninsula', 'went', 'see', 'price', 'goods', 'peninsula', 'there', 'a', 'metro', 'newspaper', 'there', 'were', 'more', 'expensive', 'close', 'it', 'can', 'ask', 'a', 'small', 'salary', 'continue', 'meeting', 'looks', 'very', 'biased']",sarc
"['but', 'even', 'private', 'employers', 'remain', 'close', 'Indonesia', 'take', 'profit', 'work', 'is', 'all', 'free', 'boarding', 'dock', 'can', 'clean', 'basic', 'Malaysians', 'will', 'also', 'be', 'at', 'it', 'stepson']",sarc
"['why', 'there', 'are', 'differences', 'in', 'prices', 'goods', 'more', 'expensive', 'there', 'near', 'delivery', 'charge', 'it', 'is', 'fortunately', 'there', 'Sabah', 'Sarawak', 'can', 'only', 'win', 'peninsula', 'is', 'fish', 'lives', 'only', 'stay']",sarc
"['nice', 'kid', 'played', 'fun', 'little', 'pouch', 'much', 'money', 'people']",sarc
"['Malaysia', 'tuft', 'brain', 'is', 'equally', 'can', 'not', 'tell', 'difference', 'anyway']",sarc
"['is', 'correct', 'why', 'Sabah', 'Sarawak', 'salary', 'sitting', 'already', 'quite', 'like', 'it', 'why', 'it', 'guys', 'remember', 'elections', 'later', 'swear', 'properly', 'is', 'Indonesian', 'minister', 'ask', 'maid', 'be', 'considered', 'again', 'are', 'Malaysians', 'working', 'morning', 'night', 'difficult', 'salaries', 'kind', 'useless', 'right']",sarc
"['remember', 'crazy', 'Sabah', 'Sarawak', 'oil', 'has', 'not', 'earned', 'right', 'eat', 'rice', 'motherfucker', 'choke', 'budget', 'sitting', 'in', 'Sabah', 'months', 'a', 'minimum', 'wage', 'I', 'think', 'dead', 'now', 'cursed', 'bad', 'government']",non-sarc
"['discrimination', 'Borneo', 'less', 'same', 'same', 'Borneo', 'also', 'pay', 'same', 'amount']",non-sarc
"['but', 'somehow', 'ok', 'lah', 'lah']",sarc
"['why', 'Sabah', 'Sarawak', 'salary', 'expensive', 'stuff', 'right', 'there', 'on', 'peninsula', 'sigh']",sarc
"['worse', 'is', 'company', 'new', 'employer', 'awful', 'just', 'go', 'pay', 'salary', 'workers', 'can', 'grow', 'can', 'go', 'forward', 'go', 'forward', 'another', 'story', 'is', 'no', 'proper', 'mechanism', 'is', 'pretty']",non-sarc
"['August', 'go', 'in', 'new', 'year', 'pack', 'jib', 'why', 'not', 'continue', 'talking', 'awl', 'year']",sarc
"['why', 'in', 'peninsula', 'Sabah', 'Sarawak', 'difference', 'why', 'not', 'on', 'line', 'once', 'it', 'was', 'in', 'Sarawak', 'Sabah', 'Sarawak', 'even', 'greater', 'cost', 'peninsula', 'in', 'Malaysia', 'said', 'it', 'all', 'so', 'servile', 'puppet', 'buffalo']",sarc
"['asked', 'minister', 'salary', 'one', 'thousand', 'docking', 'experiments', 'rent', 'bill', 'eat', 'drink', 'various', 'motor', 'mistake', 'was', 'not', 'able', 'buy']",sarc
"['Malaysia', 'Malaysia', 'salary', 'is', 'not', 'less', 'same', 'no', 'matter', 'well', 'made', 'meal', 'purchase', 'money', 'pay', 'all', 'same']",sarc
"['just', 'do', 'not', 'want', 'be', 'adjusted', 'Sabah', 'Sarawak', 'Malaysia']",non-sarc
"['dusk', 'is', 'strange', 'but', 'true']",sarc
"['Borneo', 'minister', 'happy', 'it', 'important', 'Sabah', 'Sarawak', 'do', 'not', 'be', 'fooled', 'there', 'are', 'certain', 'tricks', 'agenda', 'is', 'all', 'pirates']",sarc
"['is', 'kind', 'unfair', 'correct', 'salary', 'Sarawak', 'Sabah', 'only', 'one', 'month', 'may', 'not', 'be', 'kind', 'Sarawak', 'Sabah', 'mostly', 'come', 'sweat', 'people', 'also', 'want', 'advance', 'own', 'country', 'also']",non-sarc
"['easier', 'said', 'done', 'like', 'a', 'giddy', 'ride', 'employers', 'will', 'continue', 'cover']",sarc
"['so', 'a', 'thousand', 'is', 'going', 'eat', 'all', 'expensive', 'items', 'again', 'day', 'have', 'pay', 'every', 'time', 'shop', 'rent', 'only', 'cheapest', 'any', 'other', 'thing', 'more', 'stupid', 'motherfucker', 'jackass', 'pm', 'he', 'pay', 'twenty', 'thousand', 'is', 'not', 'enough', 'robbery', 'money', 'people', 'country', 'more', 'people', 'so', 'a', 'thousand', 'have', 'do', 'two', 'or', 'three', 'jobs', 'a', 'day', 'is', 'not', 'enough', 'state', 'an', 'expensive', 'present', 'sense', 'pm', 'park', 'seems', 'tail']",non-sarc
"['result', 'Sabah', 'Sarawak', 'want', 'take', 'is', 'not', 'playing', 'Sabah', 'Sarawak', 'win', 'votes', 'but', 'back', 'also', 'Include', 'cost', 'living', 'in', 'Sabah', 'Sarawak', 'more', 'expensive', 'shipping', 'goods', 'tax', 'is', 'expensive', 'O', 'people', 'Sabah', 'Sarawak', 'is', 'can', 'not', 'say', 'no', 'also', 'will', 'not', 'change', 'also']",non-sarc
"['Indonesian', 'maid', 'was', 'minimum', 'wage', 'demand', 'is', 'now', 'right', 'shame']",sarc
"['patiently', 'all', 'provisions', 'god']",sarc
"['silly', 'boy', 'age', 'has', 'no', 'experience', 'or', 'do', 'need', 'live', 'on', 'salaries', 'stupid', 'idiot', 'drinks']",non-sarc
"['it', 'is', 'budget', 'in', 'line', 'Sabah', 'Sarawak', 'peninsula']",sarc
"['private', 'sector', 'will', 'continue', 'be', 'stoned', 'bankrupt', 'point']",sarc
"['last', 'item', 'is', 'more', 'expensive', 'salaries', 'have', 'gone', 'up', 'even', 'more', 'stuff']",sarc
"['Indonesian', 'maid', 'was', 'happy', 'ask', 'locals', 'minimum', 'wage', 'minister', 'wooden', 'blind']",sarc
"['many', 'crazy']",sarc
"['only', 'trick']",sarc
"['chat', 'only', 'minimal', 'coordination', 'but', 'no', 'useless']",sarc
"['foolish', 'think', 'federal', 'government', 'has', 'Sabah', 'Sarawak', 'cheap', 'tax', 'expensive', 'goods', 'cross', 'brain', 'is', 'indeed', 'foolish', 'knee']",non-sarc
"['why', 'there', 'is', 'a', 'difference', 'between', 'peninsula', 'Sabah', 'Sarawak', 'Malaysia', 'reputedly']",sarc
"['minimum', 'wage', 'private', 'sector', 'wiped', 'mat', 'myanmar', 'nepal', 'vietnam', 'bangladesh']",sarc
"['why', 'do', 'need', 'kind', 'double', 'standard', 'n', 'Sabah', 'Sarawak', 'in', 'Malaysia', 'not']",sarc
"['so', 'many', 'foreigners', 'want', 'enter', 'Malaysia', 'salary', 'equal', 'citizens', 'Malaysians', 'do', 'not', 'work', 'all', 'filled', 'congratulations', 'Malaysia', 'by', 'foreign', 'nationals']",sarc
"['very', 'little', 'is', 'not', 'enough']",sarc
"['why', 'budget', 'began', 'in', 'August', 'had', 'reason', 'first', 'quotation']",sarc
"['still', 'support']",non-sarc
"['profit', 'is', 'start', 'basic', 'work', 'a', 'new', 'job', 'can', 'hold', 'basic']",non-sarc
"['Malaysia', 'but', 'wages', 'are', 'not', 'same']",sarc
"['new', 'jobs', 'have', 'wait', 'August', 'government', 'more', 'more', 'luck', 'tomorrow', 'already', 'lah', 'start']",sarc
"['cymbal', 'Malaysia', 'become', 'a', 'developed', 'nation', 'millions', 'years', 'but', 'still', 'receive', 'salaries', 'below', 'ringgit', 'advanced', 'useless']",sarc
"['Sabah', 'Sarawak', 'already', 'there', 'is', 'not', 'same', 'article', 'but', 'vote', 'Sabah', 'Sarawak', 'be', 'more', 'unfair']",non-sarc
"['stupid', 'enough', 'cost', 'living', 'high', 'rice', 'goods', 'more', 'oil', 'right', 'up', 'again', 'minister', 'minister', 'can', 'print', 'more', 'stupid', 'motherfucker']",sarc
"['remember', 'Sarawakian', 'parents', 'eat', 'noodles', 'every', 'day', 'mi', 'why', 'parents', 'no', 'salary', 'min', 'Sabah', 'Sarawak', 'is', 'lower', 'compared', 'peninsula', 'oh', 'Malaysia', 'is', 'said', 'be', 'one', 'scales', 'are', 'evenly', 'national', 'lines']",sarc
"['pesky', 'pigs', 'is', 'passionate', 'public', 'employees', 'who', 'raise', 'pigs', 'is', 'indeed', 'unlucky']",non-sarc
"['minimum', 'wage', 'too', 'did', 'not', 'all', 'just', 'in', 'more', 'do', 'dream', 'it']",sarc
"['do', 'not', 'select', 'Sabah', 'Sarawak', 'there', 'is', 'biggest', 'contributor', 'government', 'vote', 'Sabah', 'Sarawak', 'is', 'donor', 'in', 'terms', 'high', 'finance', 'income', 'so', 'why', 'pay', 'Sabah', 'Sarawak', 'low', 'so', 'stupid', 'have']",sarc
"['minister', 'does', 'not', 'know', 'cost', 'living', 'near', 'Sabah', 'Sarawak', 'like', 'in', 'oh', 'why', 'can', 'not', 'synchronize', 'only']",sarc
"['not', 'just', 'tune', 'is', 'Sarawak', 'Sabah', 'going', 'in', 'right', 'stepchild', 'Malaysia']",sarc
"['Sabah', 'Sarawak', 'sin', 'is', 'always', 'in', 'its', 'government', 'has', 'sidelined']",sarc
"['Malaysia', 'goals', 'nation', 'state', 'but', 'why', 'Sabah', 'Sarawak', 'be', 'given', 'a', 'standard', 'double', 'in', 'Malaysia']",sarc
"['said', 'Sabah', 'Sarawak', 'Malaysia', 'but', 'why', 'poor', 'it', 'is', 'right', 'now', 'be', 'equal', 'in', 'Sabah', 'Sarawak', 'also', 'pay', 'same', 'shipping', 'costs', 'but', 'have', 'make', 'goods', 'more', 'expensive', 'on', 'peninsula', 'Malaysia', 'wrong', 'side', 'dish']",sarc
"['Thanks', 'but', 'why', 'not', 'coordinate', 'all', 'same']",sarc
"['still', 'can', 'not', 'defeat', 'electoral', 'minimum', 'wage', 'has', 'had']",sarc
"['public', 'employee', 'salary', 'minimum', 'Sabah', 'Sarawak', 'why', 'not', 'let', 'all', 'same', 'synchronize', 'only', 'eat', 'rice', 'all', 'also', 'want', 'make', 'it', 'fair', 'all', 'cost', 'living', 'now', 'was', 'enough']",sarc
"['grass', 'only', 'a', 'slight', 'increase', 'in']",sarc
"['August', 'was', 'not', 'year']",sarc
['effects'],sarc
"['it', 'will', 'be', 'enough', 'pay', 'even', 'poor', 'little', 'brim']",non-sarc
"['not', 'fair']",non-sarc
"['pay', 'was', 'not', 'enough', 'poor', 'people', 'pester']",sarc
"['remember', 'it', 'not', 'have', 'enough', 'salary', 'an']",sarc
['yay'],non-sarc
"['I', 'used', 'a', 'strange', 'noise', 'lower', 'income', 'tax', 'rich', 'get', 'richer', 'poor', 'get', 'poorer', 'now', 'rich', 'are', 'taxed', 'noise', 'is', 'not', 'who', 'ask']",sarc
"['tax', 'base', 'salary', 'n', 'confirm', 'price', 'hikes', 'despite', 'shock', 'brim', 'n']",sarc
"['income', 'year', 'is', 'well', 'first', 'public', 'comment', 'reading', 'is']",non-sarc
"['I', 'said', 'it']",sarc
"['good', 'luck', 'thank', 'down', 'middle', 'income']",non-sarc
"['wow', 'Malaysians', 'go']",sarc
"['good', 'income', 'up', 'but', 'salaries', 'on', 'it', 'pay', 'as', 'usual']",sarc
"['lighter', 'lighter', 'jib', 'money', 'progressive', 'people', 'who', 'can', 'be', 'at', 'bottom', 'there', 'is', 'a', 'match', 'can', 'match', 'please', 'let', 'up', 'after', 'people', 'fall', 'fallen']",sarc
"['hectic', 'here', 'rich']",sarc
"['brim', 'I', 'can', 'not', 'pay', 'tax', 'money', 'pay', 'wants', 'recipients', 'brim']",sarc
"['vacuum', 'must', 'not', 'read']",non-sarc
"['it', 'good']",non-sarc
"['all', 'want', 'more', 'eat', 'pushes', 'tax', 'gross', 'salary', 'net', 'salary', 'trying', 'take', 'look', 'less', 'fit', 'people', 'can', 'not', 'live', 'any', 'kid', 'can', 'not']",sarc
"['encouragement', 'not', 'only', 'higher', 'salaries', 'people']",sarc
"['now', 'is', 'madness']",non-sarc
['Pharaoh'],sarc
"['government', 'wants', 'slaughter', 'people', 'slaughter', 'in', 'next', 'government', 'debt', 'people', 'who', 'want', 'be', 'responsibility', 'criminal', 'gang', 'rogue', 'states']",non-sarc
"['problems', 'ordinary', 'citizens', 'leaders', 'be', 'free', 'tax']",non-sarc
"['noisy', 'good', 'up']",non-sarc
"['been', 'said']",sarc
"['only', 'government', 'capable', 'making', 'tax', 'increase', 'people', 'meal']",sarc
"['ok', 'lah', 'income', 'on', 'it']",non-sarc
"['thank', 'pm', 'remember', 'it', 'pay', 'extra', 'tax', 'will', 'already', 'be', 'people']",sarc
"['all', 'want', 'more', 'time', 'motherfucker']",sarc
"['it', 'is', 'he', 'can', 'brim', 'income', 'taxes', 'rose', 'le']",sarc
"['more', 'more', 'foreign', 'investors', 'run', 'it', 'wise', 'brother']",sarc
"['well', 'donation', 'is', 'not', 'ok', 'taxable', 'best']",sarc
['bullshit'],non-sarc
"['is', 'not', 'be', 'unusual']",sarc
"['so', 'vacuum', 'task', 'as', 'leader', 'monkeys', 'stolen', 'bribe', 'government', 'threatened', 'enrich', 'child', 'birth', 'are', 'hollow']",sarc
"['good', 'economic', 'body', 'said', 'sending', 'children', 'parents', 'risked', 'belly', 'belt', 'body', 'exhausted', 'its', 'belt', 'abdomen', 'a', 'small', 'salary', 'there', 'is', 'any', 'chance', 'working', 'foreign', 'nations', 'had', 'scramble']",sarc
"['is', 'government', 'poor', 'cite', 'money', 'only', 'people', 'who', 'know', 'responsibility', 'government', 'all', 'want', 'leave', 'it', 'people', 'know', 'O', 'ministers', 'corruption', 'situation', 'easiest', 'step', 'is', 'raise', 'fee', 'has', 'do', 'enter', 'all', 'will', 'raise', 'costs', 'increase', 'burden', 'people', 'government', 'owes', 'people', 'whim', 'bear', 'all']",non-sarc
"['deb', 'is', 'economic', 'policy', 'pig']",sarc
"['ok', 'first', 'talk', 'only']",sarc
"['student', 'was', 'asked', 'cook', 'fried', 'rice', 'is', 'not', 'dock', 'kid', 'find', 'money', 'fund', 'body', 'also', 'lacks', 'ideas', 'make', 'more', 'promise', 'promise', 'ministerial', 'salaries', 'in', 'chapati', 'right']",sarc
['inappropriate'],non-sarc
['be'],non-sarc
"['right', 'opposition', 'said', 'university', 'college', 'fees', 'will', 'go', 'up', 'one', 'face', 'people']",sarc
"['increasingly', 'sad']",non-sarc
"['school', 'has', 'find', 'its', 'own', 'source', 'money', 'result', 'parents', 'who', 'ostensibly', 'national', 'development']",sarc
"['I', 'was', 'only', 'able', 'please', 'laugh']",sarc
"['ass', 'learn', 'even', 'more', 'fees', 'bad', 'government', 'is', 'now']",sarc
"['were', 'selling', 'fund', 'is', 'a', 'form', 'learning', 'time', 'na', 'find', 'funds', 'go', 'away', 'it', 'passed', 'country', 'overseas', 'employment', 'only']",non-sarc
"['Last', 'do', 'not', 'enter', 'sign', 'precious', 'gems', 'funds']",sarc
"['minister', 'stupid', 'people', 'can', 'become', 'ministers']",sarc
"['was', 'messy', 'messy', 'after', 'creeps', 'knees', 'want', 'continue', 'study']",sarc
"['funds', 'were', 'selling', 'student', 'ask']",sarc
"['foolish', 'minister', 'had', 'a', 'statement', 'fund', 'were', 'both', 'looking', 'another', 'bass', 'diana']",sarc
"['minister', 'wants', 'privatize', 'universities']",sarc
"['not', 'said', 'Malaysia', 'economy', 'strong', 'sustainable', 'one', 'is', 'correct']",sarc
"['institutions', 'order', 'were', 'own', 'funds', 'minister', 'had', 'affairs', 'dredge', 'money', 'people', 'do', 'have', 'a', 'man', 'who', 'was', 'appointed', 'be', 'leader', 'not', 'collection', 'taxes', 'all', 'kinds', 'is', 'accommodate', 'institutions', 'people', 'so', 'do', 'corruption', 'abuse', 'power', 'led', 'instability', 'economy', 'has', 'caused', 'leader', 'in', 'category', 'trust', 'focus', 'mortgage', 'future', 'nation', 'can', 'only', 'try', 'but', 'are', 'expected', 'govern', 'full', 'trust', 'go', 'down', 'is', 'not', 'hard', 'be', 'a', 'leader', 'just', 'want', 'keep', 'cache', 'n', 'cronies', 'angry', 'indeed', 'upset', 'fact', 'guys', 'like', 'first', 'learn', 'not', 'use', 'public', 'money', 'waste']",non-sarc
"['unstable', 'countries', 'say', 'ok']",sarc
"['saying', 'it', 'had', 'raise', 'toll', 'build', 'schools', 'hospitals', 'are', 'now', 'asked', 'find', 'own', 'funds', 'saw', 'very', 'line', 'deceit', 'people', 'nationwide', 'live']",non-sarc
"['prize', 'pro', 'aspirations']",sarc
"['education', 'chapter', 'main', 'provisions', 'national', 'lines', 'more', 'departments', 'pm', 'also']",sarc
"['Education', 'is', 'now', 'a', 'victim']",non-sarc
"['wow', 'are', 'told', 'own', 'funds', 'were', 'not', 'taken', 'government', 'funds', 'collect', 'taxes', 'people', 'before', 'boss', 'scolds', 'scolds', 'people']",sarc
"['told', 'return', 'money', 'people']",non-sarc
"['said', 'Malaysia', 'economy', 'is', 'strong', 'again', 'ready', 'no', 'ranking', 'but', 'I', 'forgot', 'turn', 'natural', 'parents', 'correct', 'ranking', 'is', 'guys', 'got', 'stupid', 'pariah', 'members']",sarc
"['country', 'economy', 'was', 'already', 'declining', 'just', 'do', 'not', 'want', 'admit', 'is', 'going', 'be', 'Malaysia']",non-sarc
"['shout', 'parliament', 'said', 'economy', 'is', 'very', 'good', 'on', 'track', 'can', 'not', 'talk', 'about', 'budget', 'post', 'prime', 'minister', 'was', 'a', 'billion']",non-sarc
"['future', 'corrupt', 'reason', 'I', 'find', 'source', 'corruption', 'other', 'graduate']",non-sarc
"['not', 'print', 'said', 'economist', 'said', 'established', 'trick']",sarc
"['n', 'pm', 'said', 'budget', 'allocation', 'education', 'be', 'told', 'ministers', 'million', 'million', 'now', 'own', 'search', 'funds', 'liar', 'again']",sarc
"['governance', 'is', 'a', 'rogue', 'state']",non-sarc
"['pure', 'teacher', 'can', 'ask', 'service', 'request', 'funds', 'on', 'pilgrimage', 'miserly']",sarc
"['said', 'a', 'stable', 'economy', 'unstable', 'said', 'wants', 'believe', 'kind']",sarc
"['Incoming', 'student', 'body', 'now', 'dead']",non-sarc
"['A', 'good', 'idea', 'find', 'its', 'own', 'funds', 'charges', 'here', 'there', 'here', 'there', 'cut', 'budget']",sarc
"['motherfucker', 'makin', 'voters', 'did', 'not', 'need', 'ask', 'it', 'again', 'jackass', 'Naturally']",sarc
['goodness'],sarc
"['jib', 'said', 'Malaysian', 'economy', 'in', 'process', 'developing', 'advanced', 'another', 'talk']",sarc
"['I', 'agree', 'find', 'its', 'own', 'funds', 'does', 'not', 'rely', 'on', 'ministry', 'alone', 'but', 'is', 'right', 'time', 'implement', 'economic', 'downturn', 'money', 'state', 'lost', 'as', 'a', 'result', 'governance', 'left', 'struggling', 'drown', 'government', 'excited', 'construct', 'dozens', 'universities', 'is', 'said', 'be', 'future', 'quality', 'graduate', 'missing', 'university', 'building', 'projects', 'attributable', 'interests', 'cronies', 'finally', 'I', 'university', 'ministry', 'can', 'not', 'afford', 'bear', 'cost', 'own', 'funds', 'were', 'thank', 'minister', 'meet', 'in', 'afterlife']",sarc
"['right', 'stupid', 'opposition', 'govern', 'country', 'over', 'years', 'so', 'much', 'so', 'economy', 'is', 'unstable']",sarc
"['Can', 'help', 'projecting', 'country', 'economy', 'is', 'now', 'at', 'a', 'level', 'less', 'stable', 'said', 'country', 'economy', 'but', 'in', 'stable', 'condition']",sarc
"['infant', 'kid', 'learn', 'intercepted', 'money', 'help', 'is', 'it', 'difficult', 'get', 'zakat', 'illegal', 'want', 'not', 'learn', 'it', 'called', 'lazy', 'do', 'not', 'want', 'learn', 'can', 'learn', 'want', 'eat', 'bad', 'about', 'rulers', 'later', 'responsibility', 'is', 'Hereafter', 'now', 'does', 'not', 'see', 'hearts', 'dark', 'eat', 'money', 'is', 'not', 'a', 'blessing']",sarc
"['is', 'new', 'landscape', 'expenditure', 'budget', 'has', 'not', 'yet', 'been', 'said', 'is', 'well', 'less', 'stable', 'budget', 'is', 'not', 'sincere', 'people', 'shopping', 'penny', 'more', 'agitated', 'please', 'even', 'government', 'do', 'more', 'people', 'in', 'contact', 'typhoid', 'fever', 'dizziness']",sarc
"['taxes', 'paid', 'after', 'do', 'pockets', 'people']",sarc
"['said', 'economy', 'expanded', 'well']",sarc
"['best', 'idea']",non-sarc
"['said', 'economy', 'is', 'firmly', 'on', 'track']",non-sarc
"['rising', 'tuition', 'fees', 'it', 'seems', 'style']",sarc
"['will', 'sell', 'go', 'a', 'mechanic', 'shop', 'on', 'campus', 'pub', 'meal', 'later']",sarc
"['unstable', 'day', 'government', 'said', 'economy', 'is', 'in', 'a', 'stable', 'condition', 'kind']",sarc
"['crazy', 'reason', 'raise', 'student', 'fees', 'again', 'last', 'facing', 'many', 'people', 'can', 'not', 'afford', 'learn', 'be', 'a', 'fool', 'last', 'vote', 'once', 'again', 'is', 'not', 'really', 'evil', 'cunning', 'crafty', 'minister', 'national', 'front']",non-sarc
"['can', 'wrap', 'minister', 'has', 'not', 'been', 'long', 'wait', 'just', 'a', 'little', 'longer']",sarc
"['people', 'say', 'economy', 'is', 'on', 'a', 'strong', 'footing', 'forecast', 'revenue', 'rises', 'minister', 'said', 'another', 'why', 'are', 'back', 'right', 'now']",sarc
"['Government', 'only', 'know', 'money', 'stolen', 'people', 'are', 'now', 'increasingly', 'troublesome', 'situation', 'money', 'ministers', 'have', 'rich', 'pig', 'boo', 'minister']",sarc
"['less', 'stable', 'thing', 'devil', 'told', 'there', 'may', 'be', 'more', 'economical', 'right', 'right', 'up', 'royal', 'bastard']",non-sarc
"['rustle', 'pack', 'joking', 'also', 'said', 'economy', 'was', 'strong', 'but', 'he', 'said', 'less', 'stable', 'bad', 'he', 'got', 'fired', 'only']",sarc
"['take', 'half', 'billion', 'promote', 'education', 'in', 'country', 'not', 'gag', 'political']",non-sarc
"['good', 'institute', 'existing', 'engine']",sarc
"['Was', 'it', 'good', 'luck']",sarc
"['who', 'are', 'fully', 'report', 'up', 'budget', 'did', 'not', 'want', 'see', 'just', 'wanted', 'know', 'aunt', 'gems', 'increase', 'other', 'interests', 'do', 'not', 'want', 'know']",sarc
"['said', 'Malaysia', 'economy', 'on', 'track', 'a', 'good', 'stretch', 'time', 'arrived', 'budget', 'another', 'natural', 'turn', 'right']",sarc
"['ok', 'selling', 'crackers']",non-sarc
"['find', 'its', 'own', 'funds', 'it', 'means', 'have', 'be', 'up', 'fee', 'so', 'it', 'is', 'best']",sarc
['laundry'],sarc
"['told', 'biscuit', 'factory']",sarc
"['Ministers', 'also', 'tired', 'people', 'missing', 'go']",sarc
"['order', 'create', 'a', 'hotel', 'or', 'parents', 'or', 'outsiders', 'it', 'practical', 'just']",sarc
"['follow', 'boss', 'is', 'looking', 'funding', 'Arab', 'profit', 'can', 'b']",sarc
"['own', 'funds', 'were', 'exhausted', 'long', 'ago', 'student', 'sued', 'verbiage', 'administration']",sarc
"['economy', 'is', 'not', 'stable', 'year', 'bills', 'coat', 'only', 'bill', 'free', 'lessons', 'do', 'not', 'want', 'be', 'stingy']",sarc
"['there', 'is', 'also', 'minister', 'who', 'claims', 'own', 'Malaysian', 'economy', 'is', 'less', 'stable', 'at', 'level', 'good', 'riddance']",sarc
"['Effervescent', 'student', 'night']",sarc
"['students', 'have', 'sell', 'fermented', 'please', 'seek', 'funds']",sarc
"['is', 'not', 'in', 'line', 'bald', 'pink', 'lips', 'he', 'said', 'Malaysian', 'economy', 'at', 'a', 'very', 'good', 'right']",sarc
"['happy', 'only', 'just', 'cut', 'off', 'salaries', 'ministers', 'members', 'parliament', 'then', 'abolish', 'allowances', 'nearby', 'fooling', 'babble', 'alone', 'save', 'many', 'universities', 'students', 'seek', 'knowledge', 'company', 'business', 'is', 'not', 'gas', 'oil', 'minister', 'today', 'went', 'results']",non-sarc
"['up', 'fees']",sarc
"['so', 'is', 'right', 'kind', 'education', 'in', 'Malaysia', 'later', 'fate', 'children', 'who', 'want', 'learn', 'game', 'he', 'saw', 'no']",sarc
"['arab', 'ask', 'mayors', 'conference', 'after', 'fund', 'still', 'do', 'not', 'let', 'out']",sarc
"['raise', 'fees', 'out', 'stories', 'yahoo']",sarc
"['mandatory', 'any', 'reason']",non-sarc
"['soon', 'more', 'fees', 'it', 'has', 'find', 'its', 'own', 'funds']",non-sarc
"['prepare', 'university', 'fees', 'will', 'rise']",sarc
"['hint', 'he', 'had']",sarc
"['name', 'was', 'public', 'not', 'private', 'why', 'have', 'find', 'its', 'own', 'funds', 'consequences', 'Sovereignty']",sarc
"['pay', 'cut', 'ministers', 'help', 'all', 'people', 'learn', 'remember', 'all', 'body', 'pack', 'mak', 'stupid', 'minister', 'has']",non-sarc
['nan'],sarc
"['own', 'funds', 'were', 'nice', 'more', 'right', 'raise', 'fees', 'le', 'fun']",sarc
"['tsk', 'tsk', 'tsk', 'soon', 'increased', 'fees', 'are', 'good', 'job']",sarc
"['stupid', 'ministers', 'talk', 'like', 'is', 'so']",non-sarc
"['no', 'drain', 'money', 'cronies']",non-sarc
"['has', 'been', 'leaked', 'or', 'not', 'do', 'not', 'work', 'proposed']",non-sarc
['ok'],non-sarc
"['has', 'ministers']",sarc
"['Similarly', 'dah']",sarc
"['why', 'government', 'does', 'not', 'find', 'funds', 'do', 'not', 'have', 'money', 'only', 'find', 'people', 'responsible', 'spending', 'money', 'there', 'conclusion', 'a', 'crony']",non-sarc
"['soft', 'stupid', 'things', 'nearby', 'student', 'just', 'na', 'find', 'a', 'lot', 'income', 'students', 'who', 'do', 'not', 'eat', 'enough', 'there', 'is', 'any', 'bongos', 'there', 'people', 'thirsting', 'knowledge', 'minds', 'were', 'really']",non-sarc
"['only', 'sound', 'strange', 'country', 'economy', 'is', 'now', 'at', 'a', 'level', 'less', 'stable', 'previously', 'said', 'country', 'economy', 'stable']",sarc
"['he', 'wanted', 'tell', 'government', 'not', 'expect']",non-sarc
"['not', 'bald', 'day', 'saying', 'economy', 'is', 'growing', 'most', 'good', 'throughout', 'continent', 'urinary', 'right']",sarc
"['remember', 'happy']",sarc
"['jackass', 'minister', 'said', 'on', 'television', 'profit', 'all', 'funds', 'actually', 'all', 'pretty', 'but', 'ministers', 'have', 'screening', 'by', 'fund', 'saw', 'a', 'snail', 'education', 'minister', 'quiet', 'ride']",non-sarc
"['is', 'blind']",non-sarc
"['it', 'seems', 'country', 'is', 'rich', 'in', 'natural', 'resources', 'have', 'swallow', 'earth']",sarc
"['ministry', 'higher', 'education', 'Education', 'Ministry', 'last', 'bit', 'is', 'coupled', 'save', 'it', 'quits', 'save', 'a', 'bit', 'shopping']",sarc
"['find', 'most', 'stupid', 'is', 'pleased', 'raise', 'fees', 'government', 'do', 'now']",sarc
"['pig', 'properly', 'under', 'current', 'government', 'respects', 'he', 'was', 'pleased', 'rich', 'people']",sarc
